product_id,product_name,category,sub_category,price
P00421,Smart Toor Dal 2kg,Snacks & Branded Foods,Chips & Namkeen,200
P00422,Good Atta 200g,Beverages,Tea & Coffee,180
P00423,Smart Floor Cleaner 12 pcs,Grocery & Staples,Rice,380
P00424,Good Toothpaste 12 pcs,Personal Care,Deos & Perfumes,250
P00425,Fresh Namkeen 500ml,Dairy & Bakery,Milk,120
P00426,Smart Milk 500ml,Grocery & Staples,Dry Fruits,460
P00427,Pure Tomato 500ml,Beverages,Tea & Coffee,180
P00428,Fresh Tea 500ml,Beverages,Juices,190
P00429,Smart Curd 1L,Personal Care,Hair Care,210
P00430,Smart Floor Cleaner 1L,Dairy & Bakery,Curd & Yogurt,300
P00431,Daily Potato 6 pcs,Fruits & Vegetables,Fresh Vegetables,230
P00432,Metro Floor Cleaner 6 pcs,Snacks & Branded Foods,Biscuits & Cookies,220
P00433,Good Cold Drink 2kg,Beverages,Juices,30
P00434,Good Almonds 500g,Household,Cleaning Supplies,80
P00435,Smart Banana 6 pcs,Beverages,Tea & Coffee,130
P00436,Daily Banana 1L,Grocery & Staples,Rice,450
P00437,Smart Toor Dal 500g,Snacks & Branded Foods,Instant Food,40
P00438,Fresh Floor Cleaner 12 pcs,Grocery & Staples,Rice,370
P00439,Good Basmati Rice 500g,Beverages,Juices,70
P00440,Green Namkeen 6 pcs,Fruits & Vegetables,Herbs,250
P00441,Fresh Floor Cleaner 1kg,Grocery & Staples,Rice,360
P00442,Quick Cold Drink 500g,Household,Disposables,240
P00443,Good Milk 6 pcs,Dairy & Bakery,Curd & Yogurt,70
P00444,Quick Chocolate 200g,Beverages,Energy Drinks,110
P00445,Green Shampoo 200g,Baby Care,Baby Food,420
P00446,Fresh Apple 500ml,Baby Care,Baby Skin Care,300
P00447,Smart Banana 1L,Dairy & Bakery,Paneer,280
P00448,Quick Tomato 200g,Household,Laundry,290
P00449,Happy Atta 1kg,Snacks & Branded Foods,Instant Food,150
P00450,Urban Cashew 1kg,Baby Care,Baby Food,750
P00451,Green Namkeen 200g,Dairy & Bakery,Cakes,50
P00452,Quick Tea 2kg,Baby Care,Baby Food,680
P00453,Metro Coffee 6 pcs,Beverages,Soft Drinks,110
P00454,Quick Cookies 500g,Household,Laundry,140
P00455,Quick Tomato 1L,Beverages,Energy Drinks,240
P00456,Pure Toothpaste 2kg,Personal Care,Hair Care,410
P00457,Good Banana 500ml,Snacks & Branded Foods,Biscuits & Cookies,100
P00458,Quick Juice 500g,Baby Care,Diapers,150
P00459,Green Eggs 6 pcs,Baby Care,Baby Food,660
P00460,Pure Eggs 1L,Dairy & Bakery,Paneer,170
P00461,Fresh Floor Cleaner 1L,Dairy & Bakery,Cakes,150
P00462,Fresh Eggs 500g,Grocery & Staples,Dry Fruits,100
P00463,Smart Juice 2kg,Grocery & Staples,Rice,500
P00464,Fresh Eggs 1L,Personal Care,Deos & Perfumes,340
P00465,Smart Tea 1L,Personal Care,Hair Care,60
P00466,Good Shampoo 200g,Dairy & Bakery,Paneer,240
P00467,Quick Bread 6 pcs,Dairy & Bakery,Cakes,220
P00468,Daily Dishwash 500ml,Fruits & Vegetables,Herbs,110
P00469,Pure Floor Cleaner 1kg,Personal Care,Deos & Perfumes,290
P00470,Green Chocolate 200g,Beverages,Tea & Coffee,170
P00471,Fresh Potato 6 pcs,Baby Care,Diapers,350
P00472,Happy Tomato 6 pcs,Grocery & Staples,Dry Fruits,290
P00473,Good Bread 200g,Dairy & Bakery,Curd & Yogurt,180
P00474,Metro Milk 1L,Baby Care,Diapers,650
P00475,Good Banana 2kg,Fruits & Vegetables,Herbs,250
P00476,Daily Dishwash 1kg,Dairy & Bakery,Curd & Yogurt,290
P00477,Urban Coffee 6 pcs,Baby Care,Baby Skin Care,590
P00478,Quick Curd 2kg,Fruits & Vegetables,Herbs,230
P00479,Pure Almonds 200g,Grocery & Staples,Rice,120
P00480,Pure Banana 1kg,Personal Care,Hair Care,160
P00481,Happy Chocolate 1L,Fruits & Vegetables,Fresh Fruits,150
P00482,Smart Basmati Rice 1L,Dairy & Bakery,Breads,250
P00483,Daily Toor Dal 6 pcs,Snacks & Branded Foods,Chips & Namkeen,110
P00484,Smart Eggs 2kg,Snacks & Branded Foods,Biscuits & Cookies,190
P00485,Quick Namkeen 500g,Grocery & Staples,Atta & Flour,210
P00486,Happy Cookies 500ml,Baby Care,Baby Skin Care,180
P00487,Smart Toothpaste 500g,Fruits & Vegetables,Herbs,200
P00488,Daily Tea 500ml,Fruits & Vegetables,Fresh Fruits,170
P00489,Pure Chocolate 2kg,Snacks & Branded Foods,Biscuits & Cookies,80
P00490,Good Curd 12 pcs,Dairy & Bakery,Breads,230
P00491,Quick Banana 1L,Household,Disposables,400
P00492,Happy Bread 1L,Baby Care,Diapers,420
P00493,Smart Toothpaste 500ml,Dairy & Bakery,Breads,280
P00494,Good Almonds 200g,Baby Care,Baby Skin Care,410
P00495,Good Shampoo 12 pcs,Snacks & Branded Foods,Chips & Namkeen,140
P00496,Daily Milk 1L,Snacks & Branded Foods,Instant Food,80
P00497,Happy Potato 12 pcs,Snacks & Branded Foods,Chips & Namkeen,120
P00498,Daily Tomato 1L,Grocery & Staples,Dal & Pulses,550
P00499,Good Eggs 500ml,Household,Cleaning Supplies,110
P00500,Green Basmati Rice 6 pcs,Beverages,Energy Drinks,80
P00501,Metro Milk 500ml,Baby Care,Baby Food,600
P00502,Fresh Bread 1kg,Dairy & Bakery,Milk,40
P00503,Green Chocolate 1L,Grocery & Staples,Dry Fruits,300
P00504,Green Eggs 6 pcs,Grocery & Staples,Atta & Flour,550
P00505,Happy Tea 2kg,Household,Disposables,340
P00506,Quick Juice 2kg,Snacks & Branded Foods,Biscuits & Cookies,110
P00507,Green Floor Cleaner 200g,Grocery & Staples,Dry Fruits,440
P00508,Quick Coffee 1kg,Baby Care,Baby Skin Care,670
P00509,Green Floor Cleaner 2kg,Baby Care,Baby Skin Care,760
P00510,Fresh Almonds 2kg,Beverages,Soft Drinks,120
P00511,Fresh Floor Cleaner 2kg,Snacks & Branded Foods,Biscuits & Cookies,40
P00512,Pure Tomato 6 pcs,Personal Care,Hair Care,310
P00513,Pure Chocolate 2kg,Dairy & Bakery,Paneer,220
P00514,Metro Atta 1L,Snacks & Branded Foods,Chips & Namkeen,90
P00515,Quick Floor Cleaner 500ml,Household,Laundry,220
P00516,Green Milk 500ml,Grocery & Staples,Dal & Pulses,310
P00517,Fresh Cashew 1kg,Snacks & Branded Foods,Chips & Namkeen,70
P00518,Daily Bread 1kg,Beverages,Tea & Coffee,220
P00519,Quick Juice 200g,Dairy & Bakery,Curd & Yogurt,240
P00520,Smart Juice 500ml,Beverages,Tea & Coffee,160
P00521,Green Eggs 6 pcs,Dairy & Bakery,Milk,110
P00522,Good Cold Drink 12 pcs,Beverages,Energy Drinks,100
P00523,Smart Atta 12 pcs,Fruits & Vegetables,Fresh Fruits,60
P00524,Metro Eggs 200g,Personal Care,Skin Care,150
P00525,Urban Dishwash 200g,Snacks & Branded Foods,Chips & Namkeen,70
P00526,Good Toothpaste 200g,Fruits & Vegetables,Fresh Fruits,40
P00527,Green Juice 6 pcs,Dairy & Bakery,Milk,100
P00528,Good Namkeen 1L,Snacks & Branded Foods,Instant Food,100
P00529,Green Banana 1kg,Grocery & Staples,Dry Fruits,480
P00530,Quick Cashew 1kg,Grocery & Staples,Atta & Flour,490
P00531,Green Almonds 2kg,Dairy & Bakery,Paneer,30
P00532,Fresh Floor Cleaner 1L,Household,Cleaning Supplies,150
P00533,Urban Almonds 2kg,Baby Care,Diapers,390
P00534,Urban Almonds 1L,Grocery & Staples,Dry Fruits,510
P00535,Smart Apple 1kg,Fruits & Vegetables,Herbs,100
P00536,Green Curd 200g,Beverages,Juices,50
P00537,Smart Banana 1kg,Snacks & Branded Foods,Chips & Namkeen,190
P00538,Green Tea 1kg,Fruits & Vegetables,Fresh Fruits,280
P00539,Urban Apple 12 pcs,Personal Care,Skin Care,180
P00540,Smart Almonds 500ml,Grocery & Staples,Rice,480
P00541,Daily Basmati Rice 500g,Fruits & Vegetables,Fresh Vegetables,190
P00542,Smart Toor Dal 200g,Personal Care,Hair Care,230
P00543,Urban Juice 1kg,Baby Care,Baby Skin Care,670
P00544,Good Cold Drink 1L,Fruits & Vegetables,Fresh Vegetables,260
P00545,Green Tea 12 pcs,Dairy & Bakery,Milk,280
P00546,Pure Potato 200g,Fruits & Vegetables,Fresh Vegetables,210
P00547,Metro Tomato 2kg,Fruits & Vegetables,Fresh Fruits,220
P00548,Happy Basmati Rice 500g,Household,Disposables,280
P00549,Urban Juice 1kg,Fruits & Vegetables,Fresh Fruits,250
P00550,Metro Eggs 1kg,Household,Laundry,270
P00551,Green Namkeen 2kg,Grocery & Staples,Atta & Flour,400
P00552,Pure Curd 1kg,Baby Care,Diapers,550
P00553,Smart Curd 1kg,Beverages,Tea & Coffee,40
P00554,Metro Shampoo 12 pcs,Personal Care,Deos & Perfumes,390
P00555,Happy Toor Dal 1kg,Fruits & Vegetables,Fresh Vegetables,150
P00556,Fresh Almonds 2kg,Dairy & Bakery,Paneer,30
P00557,Metro Banana 2kg,Baby Care,Diapers,550
P00558,Green Toothpaste 200g,Snacks & Branded Foods,Biscuits & Cookies,130
P00559,Pure Namkeen 6 pcs,Beverages,Soft Drinks,220
P00560,Pure Almonds 1kg,Baby Care,Baby Skin Care,760
P00561,Smart Namkeen 1L,Grocery & Staples,Rice,210
P00562,Smart Eggs 500g,Dairy & Bakery,Milk,140
P00563,Urban Milk 200g,Household,Disposables,80
P00564,Smart Apple 1L,Household,Disposables,330
P00565,Daily Coffee 200g,Dairy & Bakery,Cakes,130
P00566,Green Namkeen 1kg,Dairy & Bakery,Paneer,220
P00567,Happy Basmati Rice 1L,Fruits & Vegetables,Fresh Vegetables,210
P00568,Green Toothpaste 500g,Household,Laundry,340
P00569,Daily Apple 6 pcs,Snacks & Branded Foods,Instant Food,150
P00570,Good Potato 500ml,Fruits & Vegetables,Fresh Vegetables,290
P00571,Good Namkeen 500ml,Personal Care,Hair Care,500
P00572,Pure Coffee 12 pcs,Grocery & Staples,Rice,330
P00573,Daily Basmati Rice 1kg,Beverages,Juices,230
P00574,Smart Basmati Rice 1L,Grocery & Staples,Dal & Pulses,270
P00575,Good Tomato 500ml,Personal Care,Skin Care,80
P00576,Metro Cookies 1L,Personal Care,Deos & Perfumes,90
P00577,Urban Chocolate 2kg,Baby Care,Baby Skin Care,640
P00578,Urban Bread 500ml,Personal Care,Skin Care,530
P00579,Fresh Tea 1L,Snacks & Branded Foods,Instant Food,80
P00580,Green Toor Dal 1kg,Personal Care,Oral Care,460
P00581,Daily Toothpaste 500ml,Beverages,Soft Drinks,230
P00582,Smart Apple 2kg,Dairy & Bakery,Paneer,60
P00583,Urban Cashew 12 pcs,Personal Care,Deos & Perfumes,570
P00584,Good Atta 500ml,Household,Disposables,260
P00585,Fresh Tea 500ml,Personal Care,Oral Care,580
P00586,Urban Toor Dal 6 pcs,Household,Disposables,110
P00587,Daily Atta 1L,Snacks & Branded Foods,Instant Food,190
P00588,Daily Apple 500g,Snacks & Branded Foods,Biscuits & Cookies,50
P00589,Smart Potato 500g,Dairy & Bakery,Breads,290
P00590,Metro Curd 6 pcs,Household,Laundry,120
P00591,Fresh Basmati Rice 500ml,Household,Cleaning Supplies,340
P00592,Metro Tea 200g,Beverages,Juices,50
P00593,Fresh Toothpaste 1L,Household,Laundry,340
P00594,Green Bread 500g,Personal Care,Deos & Perfumes,200
P00595,Happy Banana 1L,Household,Disposables,260
P00596,Quick Banana 6 pcs,Snacks & Branded Foods,Instant Food,210
P00597,Happy Tomato 500g,Personal Care,Deos & Perfumes,410
P00598,Metro Shampoo 6 pcs,Fruits & Vegetables,Fresh Vegetables,230
P00599,Urban Atta 6 pcs,Baby Care,Baby Food,250
P00600,Metro Floor Cleaner 6 pcs,Household,Laundry,80
P00601,Fresh Shampoo 6 pcs,Fruits & Vegetables,Fresh Fruits,150
P00602,Good Coffee 1kg,Household,Disposables,140
P00603,Good Bread 500ml,Household,Cleaning Supplies,110
P00604,Metro Toor Dal 1L,Snacks & Branded Foods,Instant Food,120
P00605,Green Bread 12 pcs,Beverages,Tea & Coffee,130
P00606,Happy Cookies 2kg,Dairy & Bakery,Milk,80
P00607,Fresh Almonds 200g,Beverages,Tea & Coffee,240
P00608,Pure Juice 200g,Household,Laundry,170
P00609,Fresh Banana 1L,Dairy & Bakery,Paneer,280
P00610,Metro Bread 200g,Fruits & Vegetables,Fresh Vegetables,200
P00611,Quick Bread 6 pcs,Household,Cleaning Supplies,150
P00612,Fresh Floor Cleaner 1L,Baby Care,Baby Food,700
P00613,Pure Atta 2kg,Household,Laundry,350
P00614,Urban Cashew 6 pcs,Beverages,Juices,120
P00615,Daily Coffee 1kg,Snacks & Branded Foods,Biscuits & Cookies,40
P00616,Pure Cookies 1L,Beverages,Tea & Coffee,250
P00617,Good Coffee 200g,Household,Laundry,180
P00618,Smart Dishwash 12 pcs,Grocery & Staples,Dry Fruits,470
P00619,Metro Chocolate 12 pcs,Beverages,Tea & Coffee,120
P00620,Pure Shampoo 1L,Dairy & Bakery,Breads,210
P00621,Daily Shampoo 500ml,Baby Care,Baby Skin Care,120
P00622,Pure Almonds 1kg,Snacks & Branded Foods,Chips & Namkeen,210
P00623,Urban Milk 12 pcs,Dairy & Bakery,Cakes,70
P00624,Daily Toothpaste 6 pcs,Dairy & Bakery,Cakes,100
P00625,Daily Bread 500g,Snacks & Branded Foods,Biscuits & Cookies,30
P00626,Quick Toor Dal 2kg,Personal Care,Deos & Perfumes,160
P00627,Fresh Potato 2kg,Grocery & Staples,Dry Fruits,460
P00628,Pure Dishwash 200g,Personal Care,Deos & Perfumes,240
P00629,Quick Milk 500g,Beverages,Soft Drinks,160
P00630,Fresh Eggs 6 pcs,Beverages,Tea & Coffee,180
P00631,Quick Coffee 1L,Dairy & Bakery,Cakes,140
P00632,Fresh Banana 200g,Fruits & Vegetables,Fresh Fruits,280
P00633,Quick Eggs 2kg,Baby Care,Baby Food,490
P00634,Fresh Bread 500ml,Grocery & Staples,Dal & Pulses,100
P00635,Pure Eggs 500g,Household,Cleaning Supplies,110
P00636,Good Milk 500ml,Grocery & Staples,Dry Fruits,340
P00637,Daily Cold Drink 200g,Beverages,Tea & Coffee,90
P00638,Metro Cold Drink 12 pcs,Grocery & Staples,Atta & Flour,540
P00639,Quick Chocolate 500ml,Baby Care,Baby Food,650
P00640,Urban Tea 2kg,Grocery & Staples,Rice,330
P00641,Quick Coffee 1kg,Fruits & Vegetables,Fresh Fruits,150
P00642,Urban Tomato 500ml,Beverages,Energy Drinks,100
P00643,Happy Banana 200g,Grocery & Staples,Dal & Pulses,580
P00644,Pure Toor Dal 500ml,Personal Care,Hair Care,440
P00645,Quick Apple 500ml,Baby Care,Baby Skin Care,360
P00646,Good Shampoo 2kg,Household,Laundry,60
P00647,Quick Toor Dal 6 pcs,Fruits & Vegetables,Fresh Fruits,70
P00648,Green Shampoo 2kg,Baby Care,Baby Skin Care,720
P00649,Good Banana 1L,Baby Care,Diapers,380
P00650,Green Cold Drink 1L,Beverages,Tea & Coffee,130
P00651,Metro Juice 200g,Grocery & Staples,Atta & Flour,510
P00652,Good Almonds 6 pcs,Beverages,Energy Drinks,60
P00653,Metro Eggs 1kg,Snacks & Branded Foods,Chips & Namkeen,50
P00654,Good Potato 1L,Beverages,Energy Drinks,240
P00655,Fresh Milk 12 pcs,Fruits & Vegetables,Fresh Fruits,110
P00656,Good Cold Drink 6 pcs,Snacks & Branded Foods,Chips & Namkeen,20
P00657,Green Toothpaste 1kg,Snacks & Branded Foods,Instant Food,200
P00658,Smart Tomato 1L,Baby Care,Diapers,380
P00659,Daily Juice 200g,Personal Care,Hair Care,310
P00660,Fresh Atta 6 pcs,Grocery & Staples,Dry Fruits,70
P00661,Urban Tomato 2kg,Household,Laundry,270
P00662,Urban Curd 12 pcs,Personal Care,Hair Care,560
P00663,Daily Curd 6 pcs,Household,Disposables,110
P00664,Pure Juice 500g,Household,Cleaning Supplies,50
P00665,Smart Banana 500g,Fruits & Vegetables,Fresh Fruits,70
P00666,Pure Dishwash 1kg,Grocery & Staples,Rice,290
P00667,Good Basmati Rice 500g,Dairy & Bakery,Breads,140
P00668,Metro Atta 2kg,Grocery & Staples,Rice,450
P00669,Fresh Eggs 1kg,Dairy & Bakery,Curd & Yogurt,160
P00670,Urban Cashew 500ml,Personal Care,Skin Care,540
P00671,Daily Juice 6 pcs,Personal Care,Skin Care,340
P00672,Daily Toor Dal 500ml,Beverages,Juices,200
P00673,Quick Curd 12 pcs,Household,Laundry,120
P00674,Pure Dishwash 6 pcs,Dairy & Bakery,Breads,280
P00675,Smart Coffee 2kg,Household,Disposables,60
P00676,Good Dishwash 200g,Grocery & Staples,Dry Fruits,180
P00677,Urban Shampoo 500ml,Baby Care,Baby Food,260
P00678,Quick Floor Cleaner 1kg,Personal Care,Skin Care,250
P00679,Urban Tomato 1L,Baby Care,Diapers,650
P00680,Quick Potato 1L,Dairy & Bakery,Curd & Yogurt,200
P00681,Urban Apple 500g,Baby Care,Baby Skin Care,130
P00682,Quick Basmati Rice 1L,Dairy & Bakery,Curd & Yogurt,240
P00683,Urban Cookies 2kg,Baby Care,Baby Skin Care,100
P00684,Pure Basmati Rice 200g,Fruits & Vegetables,Herbs,240
P00685,Good Tea 2kg,Baby Care,Baby Food,560
P00686,Happy Shampoo 200g,Personal Care,Deos & Perfumes,580
P00687,Happy Basmati Rice 2kg,Dairy & Bakery,Curd & Yogurt,190
P00688,Urban Cookies 500ml,Household,Laundry,270
P00689,Metro Banana 6 pcs,Beverages,Soft Drinks,80
P00690,Daily Chocolate 6 pcs,Baby Care,Baby Skin Care,450
P00691,Happy Cold Drink 200g,Grocery & Staples,Dal & Pulses,240
P00692,Metro Cashew 1kg,Dairy & Bakery,Paneer,120
P00693,Green Almonds 500ml,Snacks & Branded Foods,Biscuits & Cookies,150
P00694,Metro Tea 1kg,Baby Care,Baby Food,170
P00695,Fresh Curd 12 pcs,Beverages,Soft Drinks,120
P00696,Urban Eggs 500g,Household,Disposables,240
P00697,Pure Milk 12 pcs,Dairy & Bakery,Milk,40
P00698,Happy Namkeen 12 pcs,Fruits & Vegetables,Herbs,230
P00699,Metro Eggs 6 pcs,Fruits & Vegetables,Fresh Fruits,70
P00700,Smart Tomato 6 pcs,Snacks & Branded Foods,Biscuits & Cookies,70
P00701,Metro Cookies 12 pcs,Grocery & Staples,Rice,350
P00702,Good Milk 12 pcs,Household,Laundry,240
P00703,Happy Banana 6 pcs,Household,Laundry,340
P00704,Smart Almonds 500g,Grocery & Staples,Rice,400
P00705,Metro Namkeen 6 pcs,Snacks & Branded Foods,Biscuits & Cookies,40
P00706,Green Tea 500ml,Dairy & Bakery,Breads,270
P00707,Metro Toor Dal 6 pcs,Fruits & Vegetables,Herbs,160
P00708,Pure Cashew 200g,Snacks & Branded Foods,Biscuits & Cookies,140
P00709,Daily Atta 1L,Beverages,Tea & Coffee,160
P00710,Good Potato 200g,Grocery & Staples,Rice,200
P00711,Happy Apple 1kg,Beverages,Juices,90
P00712,Quick Cookies 500g,Baby Care,Baby Food,170
P00713,Green Eggs 12 pcs,Snacks & Branded Foods,Biscuits & Cookies,240
P00714,Daily Tomato 12 pcs,Personal Care,Skin Care,290
P00715,Good Almonds 1L,Fruits & Vegetables,Fresh Vegetables,190
P00716,Green Eggs 1kg,Beverages,Soft Drinks,170
P00717,Pure Almonds 500g,Baby Care,Baby Skin Care,460
P00718,Smart Namkeen 2kg,Fruits & Vegetables,Herbs,210
P00719,Fresh Cashew 6 pcs,Dairy & Bakery,Paneer,200
P00720,Metro Juice 12 pcs,Grocery & Staples,Rice,210
P00721,Urban Basmati Rice 1L,Beverages,Energy Drinks,200
P00722,Fresh Bread 1L,Dairy & Bakery,Curd & Yogurt,200
P00723,Happy Eggs 12 pcs,Snacks & Branded Foods,Instant Food,170
P00724,Metro Potato 6 pcs,Household,Laundry,190
P00725,Metro Cold Drink 2kg,Fruits & Vegetables,Fresh Vegetables,230
P00726,Urban Toor Dal 2kg,Snacks & Branded Foods,Instant Food,190
P00727,Good Banana 1kg,Beverages,Tea & Coffee,240
P00728,Quick Almonds 500ml,Dairy & Bakery,Milk,110
P00729,Fresh Floor Cleaner 500ml,Grocery & Staples,Rice,130
P00730,Metro Coffee 500g,Baby Care,Diapers,500
P00731,Metro Dishwash 6 pcs,Snacks & Branded Foods,Chips & Namkeen,210
P00732,Quick Apple 6 pcs,Dairy & Bakery,Paneer,40
P00733,Metro Cashew 12 pcs,Snacks & Branded Foods,Chips & Namkeen,30
P00734,Fresh Eggs 1kg,Fruits & Vegetables,Herbs,300
P00735,Smart Toor Dal 1kg,Household,Laundry,350
P00736,Smart Tomato 500ml,Personal Care,Deos & Perfumes,170
P00737,Green Cashew 200g,Household,Cleaning Supplies,190
P00738,Metro Shampoo 6 pcs,Personal Care,Oral Care,480
P00739,Happy Basmati Rice 12 pcs,Grocery & Staples,Rice,80
P00740,Metro Dishwash 1L,Grocery & Staples,Dal & Pulses,180
P00741,Happy Namkeen 500ml,Snacks & Branded Foods,Biscuits & Cookies,180
P00742,Daily Dishwash 500g,Baby Care,Diapers,690
P00743,Green Almonds 500g,Personal Care,Deos & Perfumes,440
P00744,Daily Floor Cleaner 12 pcs,Baby Care,Baby Skin Care,660
P00745,Quick Tea 500g,Fruits & Vegetables,Fresh Vegetables,170
P00746,Good Coffee 2kg,Household,Cleaning Supplies,210
P00747,Quick Cold Drink 12 pcs,Dairy & Bakery,Milk,40
P00748,Daily Curd 6 pcs,Personal Care,Deos & Perfumes,590
P00749,Fresh Basmati Rice 200g,Snacks & Branded Foods,Chips & Namkeen,80
P00750,Daily Tea 500ml,Baby Care,Baby Skin Care,130
P00751,Quick Milk 200g,Personal Care,Deos & Perfumes,500
P00752,Fresh Namkeen 6 pcs,Beverages,Tea & Coffee,250
P00753,Pure Banana 500g,Fruits & Vegetables,Fresh Vegetables,40
P00754,Urban Apple 2kg,Baby Care,Baby Skin Care,430
P00755,Pure Cashew 2kg,Beverages,Tea & Coffee,50
P00756,Fresh Toor Dal 1kg,Dairy & Bakery,Breads,130
P00757,Pure Chocolate 1kg,Grocery & Staples,Dal & Pulses,600
P00758,Pure Tea 1kg,Snacks & Branded Foods,Biscuits & Cookies,230
P00759,Fresh Almonds 2kg,Household,Cleaning Supplies,140
P00760,Quick Dishwash 6 pcs,Fruits & Vegetables,Fresh Vegetables,80
P00761,Green Floor Cleaner 6 pcs,Snacks & Branded Foods,Instant Food,250
P00762,Quick Atta 2kg,Fruits & Vegetables,Fresh Fruits,50
P00763,Quick Namkeen 1L,Household,Disposables,110
P00764,Metro Floor Cleaner 1kg,Fruits & Vegetables,Fresh Fruits,210
P00765,Urban Toothpaste 1kg,Beverages,Tea & Coffee,100
P00766,Quick Dishwash 500g,Fruits & Vegetables,Herbs,220
P00767,Happy Cashew 2kg,Beverages,Soft Drinks,200
P00768,Good Coffee 1kg,Snacks & Branded Foods,Instant Food,180
P00769,Urban Toor Dal 2kg,Baby Care,Baby Food,720
P00770,Metro Milk 500ml,Baby Care,Diapers,660
P00771,Urban Dishwash 1L,Grocery & Staples,Dal & Pulses,240
P00772,Daily Banana 6 pcs,Snacks & Branded Foods,Biscuits & Cookies,250
P00773,Fresh Apple 500ml,Grocery & Staples,Dry Fruits,370
P00774,Daily Atta 12 pcs,Fruits & Vegetables,Fresh Vegetables,260
P00775,Happy Floor Cleaner 6 pcs,Baby Care,Baby Skin Care,450
P00776,Pure Atta 200g,Personal Care,Hair Care,200
P00777,Metro Dishwash 500ml,Personal Care,Oral Care,130
P00778,Happy Banana 12 pcs,Personal Care,Hair Care,160
P00779,Green Curd 2kg,Household,Disposables,200
P00780,Urban Tea 12 pcs,Dairy & Bakery,Paneer,220
P00781,Smart Eggs 1L,Fruits & Vegetables,Fresh Fruits,280
P00782,Pure Coffee 1kg,Dairy & Bakery,Curd & Yogurt,280
P00783,Green Almonds 1kg,Grocery & Staples,Atta & Flour,600
P00784,Urban Cookies 200g,Personal Care,Hair Care,120
P00785,Quick Tea 1L,Baby Care,Diapers,270
P00786,Pure Juice 500ml,Baby Care,Diapers,120
P00787,Urban Namkeen 6 pcs,Beverages,Tea & Coffee,210
P00788,Good Dishwash 6 pcs,Snacks & Branded Foods,Biscuits & Cookies,160
P00789,Daily Atta 1L,Dairy & Bakery,Breads,220
P00790,Quick Atta 500ml,Beverages,Soft Drinks,180
P00791,Urban Atta 1L,Baby Care,Baby Skin Care,130
P00792,Metro Tea 500ml,Personal Care,Skin Care,380
P00793,Good Milk 6 pcs,Household,Cleaning Supplies,270
P00794,Fresh Eggs 500g,Snacks & Branded Foods,Biscuits & Cookies,20
P00795,Fresh Coffee 500g,Personal Care,Skin Care,320
P00796,Metro Potato 12 pcs,Fruits & Vegetables,Herbs,60
P00797,Happy Cookies 500ml,Fruits & Vegetables,Fresh Vegetables,20
P00798,Green Toothpaste 1L,Dairy & Bakery,Breads,200
P00799,Daily Curd 500ml,Fruits & Vegetables,Herbs,110
P00800,Urban Banana 2kg,Fruits & Vegetables,Fresh Vegetables,210
P00801,Quick Potato 6 pcs,Snacks & Branded Foods,Instant Food,210
P00802,Fresh Tea 12 pcs,Baby Care,Diapers,280
P00803,Quick Shampoo 1kg,Fruits & Vegetables,Herbs,240
P00804,Metro Dishwash 500g,Baby Care,Baby Skin Care,510
P00805,Good Basmati Rice 12 pcs,Baby Care,Diapers,340
P00806,Quick Shampoo 500g,Personal Care,Deos & Perfumes,260
P00807,Good Atta 200g,Dairy & Bakery,Milk,230
P00808,Smart Atta 6 pcs,Beverages,Juices,90
P00809,Pure Cold Drink 6 pcs,Snacks & Branded Foods,Chips & Namkeen,130
P00810,Daily Tea 500ml,Beverages,Tea & Coffee,190
P00811,Quick Chocolate 1kg,Grocery & Staples,Rice,380
P00812,Smart Shampoo 500ml,Beverages,Soft Drinks,200
P00813,Fresh Potato 500g,Snacks & Branded Foods,Instant Food,100
P00814,Pure Milk 500g,Snacks & Branded Foods,Chips & Namkeen,180
P00815,Smart Tea 1kg,Baby Care,Baby Food,340
P00816,Good Shampoo 500g,Beverages,Tea & Coffee,60
P00817,Good Cashew 1L,Grocery & Staples,Dal & Pulses,130
P00818,Daily Cold Drink 500g,Grocery & Staples,Atta & Flour,350
P00819,Good Atta 12 pcs,Fruits & Vegetables,Fresh Fruits,80
P00820,Smart Apple 500g,Grocery & Staples,Atta & Flour,120
P00821,Metro Cashew 500g,Beverages,Tea & Coffee,40
P00822,Urban Milk 1kg,Grocery & Staples,Dry Fruits,550
P00823,Fresh Basmati Rice 500g,Grocery & Staples,Dal & Pulses,90
P00824,Metro Floor Cleaner 200g,Baby Care,Diapers,460
P00825,Daily Chocolate 500g,Personal Care,Skin Care,510
P00826,Urban Almonds 1kg,Personal Care,Skin Care,500
P00827,Daily Almonds 1kg,Personal Care,Skin Care,550
P00828,Fresh Floor Cleaner 1kg,Baby Care,Baby Food,380
P00829,Green Basmati Rice 12 pcs,Grocery & Staples,Rice,190
P00830,Green Tea 500g,Grocery & Staples,Dry Fruits,210
P00831,Daily Coffee 500g,Beverages,Tea & Coffee,40
P00832,Urban Almonds 500ml,Personal Care,Skin Care,260
P00833,Metro Shampoo 500g,Fruits & Vegetables,Fresh Vegetables,30
P00834,Urban Namkeen 2kg,Personal Care,Hair Care,240
P00835,Happy Milk 2kg,Fruits & Vegetables,Fresh Fruits,290
P00836,Happy Coffee 200g,Snacks & Branded Foods,Biscuits & Cookies,100
P00837,Urban Dishwash 1L,Beverages,Juices,30
P00838,Quick Banana 1L,Fruits & Vegetables,Fresh Vegetables,220
